2453234.61129552	0.00027789
2453234.62286985	-0.0003785
2453234.63444422	0.0003908
2453234.64603021	-0.00037041
2453234.657828	-0.000798429999999999
2453234.66962113	-0.00042208
2453234.68120472	0.00010957
2453234.69277904	0.00017371
2453234.70435341	-5.586e-05
2453234.7159637	-0.00031808
2453234.72774529	0.00049122
2453234.73942383	0.00040016
2453234.75118219	0.00022174
2453234.76291971	0.00053392
2453234.77449408	-0.00013618
2453234.78612751	0.00015488
2453234.79781651	0.00118204
2453234.80944875	0.00018336
2453234.82126382	-0.00025334
2453234.83306037	0.00026854
2453234.84463474	0.00015265
2453234.85620914	0.00033746
2453234.86778355	-0.00086875
2453234.87935792	-0.00064603
2453234.89141142	-0.00050585
2453234.903664	1.03000000000001e-05
2453234.91523837	-0.00032314
2453234.92686254	-0.00033347
2453234.93863602	-0.00084582
2453234.95042452	0.00045958
2453234.96218866	0.00036526
2453234.97392039	-2.611e-05
2453234.98549475	-0.00078294
2453234.99706915	9.918e-05
2453235.00897227	0.00037545
2453235.02090776	0.00015476
2453235.03248671	0.00010978
2453235.04406103	9.66000000000002e-06
2453235.05563539	-0.00028522
2453235.06720979	0.0006157
2453235.07900179	9.93300000000002e-05
2453235.09087709	0.00057359
2453235.1025116	-0.00013421
2453235.11408592	-2.61500000000001e-05
2453235.12574014	2.45500000000001e-05
2453235.13735042	-0.00027594
2453235.14896533	-0.00045324
2453235.16073068	4.43600000000001e-05
2453235.172305	0.00036399
2453235.18387932	-0.00019703
2453235.19552196	0.00020091
2453235.20714381	-0.00038862
2453235.21872516	-0.00018584
2453235.23042105	-0.0004998
2453235.24209839	-0.000223
2453235.25372595	8.14900000000001e-05
2453235.2653709	0.00024578
2453235.27705293	-0.00051234
2453235.28882526	0.00014518
2453235.30093204	-0.00037079
2453235.31260938	-0.00024313
2453235.32427629	0.0001662
2453235.33587842	0.000106
2453235.3479262	-0.00069095
2453235.35985593	-0.00040907
2453235.37149974	-0.0006317
2453235.38307407	0.00012013
2453235.39464838	-0.00012056
2453235.40649125	-0.00061325
2453235.41902747	4.022e-05
2453235.43064469	-0.00031089
2453235.44221906	0.00374735
2453235.45379338	0.01336385
2453235.46536769	0.01681854
2453235.4770381	0.01827888
2453235.48886366	0.01881265
2453235.50045889	0.01815782
2453235.51235502	0.01816218
2453235.52393397	0.01786558
2453235.53550828	0.01687962
2453235.54708262	0.01216878
2453235.55865701	0.00194419
2453235.57023141	-0.00038643
2453235.58180577	-0.00035745
2453235.59338009	-0.00033158
2453235.6049544	0.00065768
2453235.61652874	-0.00011457
2453235.62810312	3.12599999999999e-05
2453235.6397678	1.82000000000001e-06
2453235.65148337	-0.00108448
2453235.66306001	-6.37800000000001e-05
2453235.67474774	-0.00021285
2453235.68632208	-8.732e-05
2453235.69789646	-0.00038147
2453235.70983661	-0.00033684
2453235.72218414	-0.00128073
2453235.73377697	-0.00033143
2453235.74535128	9.484e-05
2453235.75692562	-0.0004029
2453235.7685	-0.00055954
2453235.78017972	-0.00115677
2453235.79188024	2.92399999999999e-05
2453235.80348581	-0.00090486
2453235.81526035	-0.00059803
2453235.82686478	0.0001484
2453235.83852481	-0.00031224
2453235.8500992	0.00082233
2453235.86167356	-0.00015252
2453235.87335784	-0.00200283
2453235.88574466	-0.00061223
2453235.89732246	-0.00012078
2453235.90889684	-0.00019101
2453235.92048744	-0.0002497
2453235.93216134	-0.00036823
2453235.94373566	-0.00035162
2453235.95563288	-0.00024328
2453235.96723152	6.44e-05
2453235.97880589	-0.00065975
2453235.99042774	-0.00080273
2453236.00235975	-0.0001871
2453236.01399194	-0.00061246
2453236.02556624	-0.00080748
2453236.03714057	4.42000000000001e-05
2453236.04871493	-0.00045385
2453236.06045021	-0.00013644
2453236.07242967	0.00055387
2453236.08413247	0.00035623
2453236.09570677	-6.50200000000001e-05
2453236.10728109	0.0002497
2453236.11885546	-0.00071721
2453236.1305317	0.00012042
2453236.1422357	-0.00026405
2453236.15381002	-0.00037795
2453236.16538432	-0.00049568
2453236.17702808	-0.00037996
2453236.18864875	-0.00086075
2453236.20022313	-0.00029996
2453236.21198732	0.00018219
2453236.2236033	0.00030322
2453236.2351776	-0.0005949
2453236.24675192	-0.00028784
2453236.25840267	0.0004624
2453236.26972577	0.00034631
2453236.28053543	-0.00034918
2453236.29118462	-0.00012896
2453236.30163169	-0.00029939
2453236.31206211	0.00023145
2453236.32267798	0.00011908
2453236.33360638	0.00023116
2453236.34419521	0.00061065
2453236.35509756	0.00043068
2453236.36559152	0.00050631
2453236.37609381	-0.00028886
2453236.38652944	0.00031343
2453236.39750783	-0.00067498
2453236.40840499	6.267e-05
2453236.41882193	3.51999999999995e-06
2453236.42928362	-0.00039868
2453236.43975986	0.00025721
2453236.45025486	9.035e-05
2453236.46070509	-0.0003639
2453236.47163869	-0.00016203
2453236.48216293	0.00092257
2453236.49285591	-0.00192429
2453236.503303	-6.86099999999998e-05
2453236.51371987	0.00025432
2453236.52413674	-9.81699999999999e-05
2453236.53455364	0.00073509
2453236.54497058	0.000783
2453236.55546565	0.00064894
2453236.56619507	-0.0003353
2453236.57663799	0.00068792
2453236.58705485	0.00041937
2453237.01128732	0.00099321
2453237.07296346	-0.00020027
2453237.08338032	0.00022986
2453237.0937972	0.00028621
2453237.10421412	0.00023379
2453237.11468105	0.00039236
2453237.1252563	0.00055219
2453237.13582736	-0.00010556
2453237.14629838	7.684e-05
2453237.15671524	2.896e-05
2453237.16722171	0.00035911
2453237.17765322	0.00043539
2453237.18807015	-0.0014619
2453237.19816039	0.0003106
2453237.20616777	0.00076186
2453237.2138068	0.00118154
2453237.22144582	-0.00040422
2453237.22908486	0.00016595
2453237.23679877	0.0001251
2453237.24462577	0.00054728
2453237.25230763	0.00045974
2453237.25995511	0.00018587
2453237.26766369	0.00059062
2453237.27542496	0.00039177
2453237.28310066	0.000734389999999999
2453237.29080843	-2.79e-05
2453237.29844746	0.00042787
2453237.30619499	-0.00058347
2453237.31413886	0.0002555
2453237.32197579	-7.44699999999999e-05
2453237.32964925	0.000537740000000001
2453237.33754957	0.00072808
2453237.34527493	0.00012334
2453237.35291396	0.00089984
2453237.36055298	0.00042693
2453237.36825847	0.00037614
2453237.37596169	-0.00067612
2453237.3843914	-0.00052522
2453237.39273096	8.39200000000001e-05
2453237.40211932	0.00021966
2453237.4126383	-0.0004831
2453237.42305516	0.000989140000000001
2453237.43347201	0.00058878
2453237.44388888	0.00019858
2453237.454711	2.398e-05
2453237.46545189	0.00072863
2453237.47594485	-0.0013209
2453237.52048082	-0.0002145
2453238.17862593	-0.00038013
2453238.18906155	-0.00047891
2453238.19956382	-0.00096819
2453238.20998066	-0.00015077
2453238.22039752	-0.00024003
2453238.23088109	-0.00018895
2453238.2413678	0.00064651
2453238.25218054	0.00048083
2453238.26269011	0.00091102
2453238.27310695	0.00033282
2453238.28352379	6.41700000000001e-05
2453238.29394067	-0.00045758
2453238.30487008	-0.00030957
2453238.31542554	0.0003843
2453238.32601847	0.000258
2453238.33644157	0.00070784
2453238.34688236	-0.0003528
2453238.35737943	-0.00043647
2453238.36803173	-0.00071562
2453238.39698297	-0.00011682
2453238.47300065	-0.0002432
2453238.60878179	-0.00042233
2453238.61919863	0.00016018
2453238.62963422	0.00042933
2453238.64015836	-0.00013987
2453238.65065754	0.00020951
2453238.66107445	-0.00070396
2453238.67149864	0.00014014
2453238.682078	-0.00028868
2453238.69255109	0.00047656
2453238.70311167	-1.228e-05
2453238.71372958	0.00016313
2453238.72420064	0.00023692
2453238.73462588	0.00020699
2453238.74545215	0.00024028
2453238.75618047	4.896e-05
2453238.7665973	-0.00048801
2453238.77701413	-0.00066956
2453238.787431	0.00031932
2453238.79784791	0.0002651
2453238.80826481	-0.00017694
2453238.81883689	-1.70500000000001e-05
2453238.82930686	-0.00090622
2453238.84037162	-0.00135644
2453238.85098222	0.00014198
2453238.86149493	-0.0004993
2453238.87191183	0.000517679999999999
2453238.99852786	0.01130111
2453239.06881436	0.01410161
2453239.07923125	0.00612192
2453239.08964815	0.0003852
2453239.10006502	-7.11300000000001e-05
2453239.11056624	-0.00040586
2453239.12100285	-0.00038934
2453239.13141969	-0.0002763
2453239.14183657	-0.00019849
2453239.15231805	0.0005467
2453239.16293182	0.00057086
2453239.17351118	0.00066721
2453239.18402489	-7.58599999999998e-05
2453239.19444171	-0.00023693
2453239.20485856	-0.0002145
2453239.21527544	-0.00010569
2453239.22569234	-0.00015104
2453239.23631964	-6.82900000000001e-05
